"ParkName","UnitCode","ParkType","NPFlag","Region","States","latitude","longitude","DateCreated","Age","NPS.Fee.Acres","Private.Acres","Gross.Area.Acres","RecreationVisitsTotal2019","RecreationHoursTotal2019","AvgMonthlyVisits2019","AvgMonthlyHours2019","activities","topics","entranceFees"
"Saint Croix Island","SACR","International Historic Site",0,"Northeast ","ME","45.12858838","-67.13363651",1949-06-08,72,"6.5","0","6.5","11,613","14,516",967.75,1209.66666666667,"Junior Ranger Program, Paddling, Wildlife Watching","Animals, Birds, Burial, Cemetery and Gravesite, Climate Change, Explorers and Expeditions","Saint Croix Entrance Fee (0.0000)"
"Santa Fe","SAFE","National Historic Trail",0,NA,"CO,KS,MO,NM,OK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Auto and ATV, Guided Tours, Hiking, Junior Ranger Program, Museum Exhibits, Scenic Driving, Self-Guided Tours - Auto, Theater","Architecture and Building, Arts, Civil War, Colonization and Settlement, Commerce, Explorers and Expeditions, Forts, Grasslands, Indian and Frontier Wars, Military, Native American Heritage, Photography, Rock Landscapes and Features, Scenic Views, Spanish-American War, Trade, Tragic Events, Trails, Wars and Conflicts, Westward Expansion","General Entrance Fee Information (0.0000)"
"San Francisco Maritime","SAFR","National Historical Park",0,"Pacific West ","CA","37.81005871","-122.4244415",1988-06-27,33,"30.03","0","49.86","4,016,598","3,804,779",334716.5,317064.916666667,"Arts and Crafts, Arts and Culture, Boat Tour, Boat Tour, Boating, Bookstore and Park Store, First Person Interpretation, Gift Shop and Souvenirs, Guided Tours, Hands-On, Junior Ranger Program, Live Music, Living History, Museum Exhibits, Sailing, Self-Guided Tours - Walking, Shopping","African American Heritage, Animals, Architecture and Building, Arts, Asian American Heritage, Immigration, Industry, Laborer and Worker, Maritime, Migrant Workers, Music, Scenic Views, Ships and Shipwrecks, Transportation, Women's History","Entrance Fee to Board the Historic Vessels (15.0000)"
"Saint-Gaudens","SAGA","National Historical Park",0,"Northeast ","NH","43.4997238","-72.37333969",1964-08-31,56,"190.75","0","190.75","31,759","61,693",2646.58333333333,5141.08333333333,"Arts and Crafts, Arts and Culture, Astronomy, Birdwatching, Boating, Bookstore and Park Store, Canoe or Kayak Camping, Citizen Science, Compass and GPS, Craft Demonstrations, Cross-Country Skiing, Cultural Demonstrations, Food, Geocaching, Gift Shop and Souvenirs, Guided Tours, Hands-On, Hiking, Junior Ranger Program, Live Music, Museum Exhibits, Paddling, Park Film, Picnicking, Self-Guided Tours - Walking, Shopping, Skiing, Snow Play, Snowshoeing, Stargazing, Theater, Wildlife Watching","Abolition Movement, African American Heritage, Animals, Architecture and Building, Arts, Astronomy, Birds, Burial, Cemetery and Gravesite, Civil Rights, Civil War, Climate Change, Farming and  Agriculture, Forests and Woodlands, Immigration, Industry, Landscape Design, Mills, Monuments and Memorials, Mountains, Music, Night Sky, Presidents, River and Riparian, Scenic Views, Schools and Education, Science, Technology and Innovation, Sculpture, Social Movements, Trails, Wars and Conflicts, Water Trails, Waterfalls, Women's History, World War I","Entrance Fee - Per Person (10.0000)"
"Saguaro","SAGU","National Park",1,"Intermountain ","AZ","32.20909636","-110.7574974",1933-03-01,88,"87,908.70","783.71","91,715.72","1,020,226","1,076,297",85018.8333333333,89691.4166666667,"Arts and Culture, Astronomy, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Camping, Guided Tours, Hiking, Junior Ranger Program, Scenic Driving, Stargazing","Animals, Archeology, Fire, Fossils and Paleontology, Geology, Homesteading, Industry, Mining, Native American Heritage, River and Riparian, Scenic Views, Schools and Education, Trails, Westward Expansion, Wilderness","Saguaro National Park Vehicle Weekly Pass (25.0000), Saguaro National Park Individual Weekly Pass (15.0000), Saguaro National Park Motorcycle Weekly Pass (20.0000)"
"Sagamore Hill","SAHI","National Historic Site",0,"Northeast ","NY","40.88579128","-73.49686438",1962-07-25,59,"83.02","0","83.02","36,738","91,846",3061.5,7653.83333333333,"Arts and Crafts, Arts and Culture, Astronomy, Biking, Birdwatching, Bookstore and Park Store, Citizen Science, Compass and GPS, Craft Demonstrations, Food, Front-Country Hiking, Geocaching, Guided Tours, Hands-On, Hiking, Junior Ranger Program, Live Music, Living History, Museum Exhibits, Park Film, Picnicking, Reenactments, Road Biking, Self-Guided Tours - Walking, Shopping, Wildlife Watching","Animals, Architecture and Building, Assassinations, Birds, Burial, Cemetery and Gravesite, Cavalry, Coasts, Islands and Atolls, Conservation Movement, Deciduous Forests, Estuaries and Mangroves, Farming and  Agriculture, Forests and Woodlands, Marshes, Military, Monuments and Memorials, Presidents, Social Movements, Spanish-American War, Tragic Events, Trails, Urban America, US Army, Wars and Conflicts, Wetlands, World War I","Park Entrance (0.0000), Theodore Roosevelt Home (10.0000), Old Orchard Museum (0.0000)"
"Saugus Iron Works","SAIR","National Historic Site",0,"Northeast ","MA","42.46830664","-71.0076953",1968-04-05,53,"8.51","0","8.51","8,150","12,225",679.166666666667,1018.75,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Shopping","Animals, Archeology, Architecture and Building, Birds, Colonization and Settlement, Engineering, Fish, Incarceration, Industry, Laborer and Worker, Religion and Spirituality, River and Riparian, Schools and Education, Science, Technology and Innovation, Trails, Wetlands","Park Fee (0.0000)"
"San Juan Island","SAJH","National Historical Park",0,"Pacific West ","WA","48.51241933","-123.0610277",1966-09-09,54,"2,114.52","4.5","2,145.56","292,507","468,398",24375.5833333333,39033.1666666667,"Arts and Culture, Cultural Demonstrations, Food, Guided Tours, Hiking, Picnicking, Self-Guided Tours - Walking, Wildlife Watching","Arts, Colonial/European Contact Conflicts, Farming and  Agriculture, Forests and Woodlands, Grasslands, Meadows, Plantations, Prairies, Ranches, Scenic Views, Wars and Conflicts","Entrance (0.0000)"
"San Juan","SAJU","National Historic Site",0,"Southeast ","PR","18.46873857","-66.11848623",1949-02-14,72,"53.2","0","75.13","1,197,345","2,348,608",99778.75,195717.333333333,"Arts and Culture, Birdwatching, Bookstore and Park Store, Food, Guided Tours, Historic Weapons Demonstration, Junior Ranger Program, Living History, Park Film, Picnicking, Reenactments, Shopping, Wildlife Watching","Architecture and Building, Artillery, Churches, Engineering, Explorers and Expeditions, Forts, Hispanic American Heritage, Immigration, Incarceration, Jails and Prisons, Latino American Heritage, Lighthouses, Maritime, Military, Religion and Spirituality, Spanish-American War, Wars and Conflicts","Entrance Fee (10.0000), Federal Recreation Annual Pass (80.0000), Federal Recreation Senior Pass (20.0000), Annual Park Pass (35.0000), Lifetime Pass (80.0000)"
"Salem Maritime","SAMA","National Historic Site",0,"Northeast ","MA","42.52024529","-70.88640867",1938-03-17,83,"8.93","0.09","9.02","339,238","193,574",28269.8333333333,16131.1666666667,"Guided Tours, Junior Ranger Program, Museum Exhibits, Self-Guided Tours - Auto, Self-Guided Tours - Walking","African American Heritage, American Revolution, Ancient Seas, Animals, Architecture and Building, Armories, Arts, Climate Change, Commerce, Conservation Movement, Immigration, Lighthouses, Maritime, Maritime - Military, Military, Piracy and Privateering, Poetry and Literature, Ships and Shipwrecks, Social Movements, Trade, Transportation","All Fees (0.0000)"
"Santa Monica Mountains","SAMO","National Recreation Area",0,"Pacific West ","CA","34.09777606","-118.7708619",1978-11-10,42,"23,571.56","82,235.76","156,632.78","707,566","1,191,540",58963.8333333333,99295,"Biking, Bookstore and Park Store, Camping, Car or Front Country Camping, Climbing, Compass and GPS, Front-Country Hiking, Geocaching, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Mountain Biking, Rock Climbing, Shopping","Animals, Archeology, Birds, Cats (wild), Climate Change, Farming and  Agriculture, Fire, Fossils and Paleontology, Geology, Homesteading, Mountains, Ranches, Schools and Education, Westward Expansion","Entrance Fee (0.0000)"
"Sand Creek Massacre","SAND","National Historic Site",0,"Intermountain ","CO","38.56414189","-102.5169542",2007-04-27,14,"3,025.43","9,557.91","12,583.34","5,701","11,402",475.083333333333,950.166666666667,"Birdwatching, Bookstore and Park Store, Guided Tours, Hiking, Shopping, Wildlife Watching","Civil War, Grasslands, Indian and Frontier Wars, Indigenous and Native Warrior, Massacres, Military, Native American Heritage, Prairies, Social Movements, The Gold Rush, Tragic Events, US Army, Wars and Conflicts, Westward Expansion","Sand Creek Massacre NHS Entrance Fee (0.0000)"
"Saint Paul's Church","SAPA","National Historic Site",0,"Northeast ","NY","40.89283511","-73.82577276",1978-11-10,42,"6.13","0","6.13","18,537","25,298",1544.75,2108.16666666667,"Arts and Crafts, Arts and Culture, Food, Guided Tours, Hands-On, Live Music, Museum Exhibits, Picnicking, Self-Guided Tours - Walking","American Revolution, American Revolutionary War, Artillery, Burial, Cemetery and Gravesite, Cavalry, Churches, Civil War, Infantry and Militia, Military, Monuments and Memorials, Music, Religion and Spirituality, Religious Freedom, Schools and Education, Social Movements, Spanish-American War, US Army, US Navy, Voting Rights and Suffrage, Wars and Conflicts, Women's History, World War I, World War II","Saint Paul's church fees (0.0000)"
"Salinas Pueblo Missions","SAPU","National Monument",0,"Intermountain ","NM","34.35423203","-106.2050309",1980-12-19,40,"979.87","80.61","1,071.42","31,672","62,830",2639.33333333333,5235.83333333333,"Astronomy, Bookstore and Park Store, Camping, Guided Tours, Junior Ranger Program, Park Film, Shopping, Stargazing","Archeology, Churches, Hispanic American Heritage, Mountains, Native American Heritage, Night Sky, Religion and Spirituality, Ruins","Salinas Pueblo Entrance Fee (0.0000)"
"Saratoga","SARA","National Historical Park",0,"Northeast ","NY","42.99522612","-73.63386108",1938-06-01,83,"3,080.60","437.32","3,579.14","145,118","429,050",12093.1666666667,35754.1666666667,"Arts and Culture, Biking, Birdwatching, Bookstore and Park Store, Compass and GPS, Craft Demonstrations, Cross-Country Skiing, Cultural Demonstrations, Food, Front-Country Hiking, Gift Shop and Souvenirs, Guided Tours, Hiking, Historic Weapons Demonstration, Horse Trekking, Horseback Riding, Junior Ranger Program, Live Music, Living History, Museum Exhibits, Orienteering, Park Film, Picnicking, Road Biking, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Skiing, Snow Tubing, Snowshoeing, Tubing, Wildlife Watching","African American Heritage, American Revolution, American Revolutionary War, Archeology, Artillery, Arts, Battlefields, Burial, Cemetery and Gravesite, Canals, Colonial/European Contact Conflicts, Coniferous Forests, Deciduous Forests, Farming and  Agriculture, Forests and Woodlands, Grasslands, Indigenous and Native Warrior, Infantry and Militia, Medicine, Military, Monuments and Memorials, Native American Heritage, Photography, River and Riparian, Roads, Routes and Highways, Scenic Views, Schools and Education, Trails, Transportation, Tribal Conflicts, US Army, Wars and Conflicts, Watersheds, Wilderness, Women's History","Saratoga Entrance Fee (0.0000)"
"Salt River Bay","SARI","National Historical Park and Ecological Preserve",0,"Southeast ","VI","17.77908602","-64.75519348",1992-02-24,29,"224.67","105.26","989.42","5,215","11,645",434.583333333333,970.416666666667,"Museum Exhibits","Archeology, Oceans","None (0.0000)"
"Scotts Bluff","SCBL","National Monument",0,"Midwest ","NE","41.83464193","-103.7071351",1919-12-12,101,"2,953.94","44.57","3,004.73","166,007","315,414",13833.9166666667,26284.5,"Arts and Culture, Cultural Demonstrations, Hiking, Living History","Animals, Forts, Fossils and Paleontology, Geology, Grasslands, Prairies, River and Riparian, Rock Landscapes and Features, Scenic Views, Trails, Westward Expansion",NA
"Schuylkill River Valley","SCRV","National Heritage Area",0,NA,"PA","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Entrance fees vary (0.0000)"
"Sequoia & Kings Canyon","SEKI","National Parks",1,NA,"CA","36.71277299","-118.587429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Astronomy, Auto and ATV, Backcountry Camping, Backcountry Hiking, Birdwatching, Bookstore and Park Store, Camping, Car or Front Country Camping, Caving, Citizen Science, Climbing, Cross-Country Skiing, Dining, Fishing, Fly Fishing, Food, Freshwater Fishing, Front-Country Hiking, Gift Shop and Souvenirs, Group Camping, Guided Tours, Hands-On, Hiking, Horse Camping (see also Horse/Stock Use), Horse Trekking, Horseback Riding, Junior Ranger Program, Museum Exhibits, Park Film, Picnicking, Rock Climbing, RV Camping, Scenic Driving, Shopping, Skiing, Snow Play, Snowshoeing, Stargazing, Wildlife Watching","African American Heritage, Animals, Arts, Astronomy, Birds, Canyons and Canyonlands, Caves, Caverns and Karst, Climate Change, Coniferous Forests, Endangered, Fire, Foothills, Plains and Valleys, Forests and Woodlands, Geology, Grasslands, Headwaters, Lakes, Meadows, Mountains, Natural Sounds, Night Sky, Painting, Photography, Poetry and Literature, Rare, River and Riparian, Roads, Routes and Highways, Rock Landscapes and Features, Scenic Views, Trails, Transportation, Unique Species, Watersheds, Wilderness","Vehicle Pass (35.0000), Individual Entry Pass (20.0000), Non-Commercial Group (15.0000), Commercial Group, 1-6 Passenger Capacity (25.0000), Commercial Group, 7-15 Passenger Capacity (75.0000), Commercial Group, 16-25 Passenger Capacity (100.0000), Commercial group, 26+ Passenger Capacity (200.0000), Motorcycle Pass (30.0000)"
"Selma To Montgomery","SEMO","National Historic Trail",0,NA,"AL","32.27082092","-86.72823702",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guided Tours, Hands-On, Junior Ranger Program, Museum Exhibits, Park Film, Self-Guided Tours - Walking, Volunteer Vacation","African American Heritage, Civil Rights, Reconstruction, Social Movements, Trails, Voting Rights and Suffrage","Entrance Fee (0.0000)"
"Shenandoah","SHEN","National Park",1,"Northeast ","VA","38.49236644","-78.46907715",1926-05-22,95,"197,536.49","796.86","199,223.77","1,425,507","10,618,576",118792.25,884881.333333333,"Astronomy, Auto and ATV, Backcountry Camping, Birdwatching, Bookstore and Park Store, Camping, Car or Front Country Camping, Climbing, Compass and GPS, Dining, Fishing, Food, Gift Shop and Souvenirs, Group Camping, Hands-On, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Museum Exhibits, Picnicking, Rock Climbing, RV Camping, Scenic Driving, Shopping, Wildlife Watching","Ancient Seas, Animals, Arts, Astronomy, Birds, Climate Change, Fire, Fish, Forests and Woodlands, Geology, Grasslands, Great Depression, Meadows, Mountains, Night Sky, Presidents, River and Riparian, Roads, Routes and Highways, Rock Landscapes and Features, Scenic Views, Schools and Education, Trails, Transportation, Unique Species, Waterfalls, Watersheds, Wetlands, Wilderness, Women's History","Shenandoah Entrance Fee - Single Vehicle (30.0000), Shenandoah Entrance Fee - Individual Person (15.0000), Shenandoah Entrance Fee - Single Motorcycle (25.0000), Shenandoah Entrance Fee - Commercial Tour (1-6 Passengers) (25.0000), Shenandoah Entrance Fee - Commercial Tour (7-15 Passengers) (75.0000), Shenandoah Entrance Fee - Commercial Tour (16-25 Passengers) (100.0000), Shenandoah Entrance Fee - Commercial Tour (26+ Passengers) (200.0000)"
"Shiloh","SHIL","National Military Park",0,"Southeast ","TN,MS","35.13850907","-88.3421072",1894-12-27,126,"5,483.53","2,880.25","9,360.61","360,989","521,420",30082.4166666667,43451.6666666667,"Arts and Culture, Bookstore and Park Store, Guided Tours, Junior Ranger Program, Live Music, Museum Exhibits, Park Film, Self-Guided Tours - Auto, Shopping","African American Heritage, Animals, Archeology, Artillery, Battlefields, Birds, Burial, Cemetery and Gravesite, Cavalry, Churches, Civil War, Enslavement, Hospital, Infantry and Militia, Medicine, Military, Monuments and Memorials, Music, National Cemetery, Religion and Spirituality, River and Riparian, Schools and Education, Trails, US Army, Wars and Conflicts, Women's History","Shiloh National Military Park Entrance Fee (0.0000)"
